Joueur,Nation,Pos,Equipe,Comp,age,90,Buts,TC%,B/Tir,npxG,Cmp%,PD,PC
Alan Virginius,fr FRA,MTAT,Lille,fr Ligue 1,19-294,0.7,0.0,100.0,0.0,0.0,72.7,0.0,0.0
Mattia Viti,it ITA,DF,Nice,fr Ligue 1,20-273,6.7,0.15,50.0,0.5,0.01,88.3,0.0,0.0
Vitinha,pt POR,MT,Paris S-G,fr Ligue 1,22-253,7.9,0.0,18.2,0.0,0.13,93.3,0.0,0.38
Daniel Vivian,es ESP,DF,Athletic Club,es La Liga,23-111,6.1,0.0,33.3,0.0,0.05,86.7,0.0,0.16
Dušan Vlahović,rs SRB,AT,Juventus,it Serie A,22-269,9.4,0.64,37.9,0.17,0.4,74.4,0.11,1.17
Nikola Vlašić,hr CRO,MTAT,Torino,it Serie A,25-020,10.5,0.29,40.7,0.11,0.28,80.8,0.0,2.1
Kevin Vogt,de GER,DF,Hoffenheim,de Bundesliga,31-031,9.6,0.0,0.0,0.0,0.0,90.1,0.0,0.1
Mërgim Vojvoda,xk KVX,DF,Torino,it Serie A,27-265,3.4,0.0,33.3,0.0,0.18,76.7,0.59,1.47
Kevin Volland,de GER,AT,Monaco,fr Ligue 1,30-086,0.9,1.11,100.0,1.0,0.11,70.0,0.0,0.0
Aster Vranckx,be BEL,MT,Wolfsburg,de Bundesliga,20-020,0.1,0.0,0.0,0.0,0.0,66.7,0.0,0.0
Aster Vranckx,be BEL,MTAT,Milan,it Serie A,20-020,0.4,0.0,0.0,0.0,0.0,73.3,0.0,0.0
Stefan de Vrij,nl NED,DF,Inter,it Serie A,30-261,8.1,0.0,20.0,0.0,0.05,88.7,0.0,0.0
Robert Wagner,de GER,MT,Freiburg,de Bundesliga,19-102,0.1,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Walace,br BRA,MT,Udinese,it Serie A,27-203,10.5,0.0,18.2,0.0,0.06,84.6,0.0,0.48
Theo Walcott,eng ENG,AT,Southampton,eng Premier League,33-222,0.2,0.0,0.0,0.0,0.0,60.0,0.0,0.0
Luca Waldschmidt,de GER,AT,Wolfsburg,de Bundesliga,26-158,3.1,0.0,50.0,0.0,0.03,69.4,0.0,0.0
Kyle Walker,eng ENG,DF,Manchester City,eng Premier League,32-149,6.2,0.0,0.0,0.0,0.02,90.5,0.0,0.48
Kyle Walker-Peters,eng ENG,DF,Southampton,eng Premier League,25-194,10.6,0.09,40.0,0.2,0.06,73.0,0.0,0.57
Sebastian Walukiewicz,pl POL,DF,Empoli,it Serie A,22-202,0.1,0.0,0.0,0.0,0.0,50.0,0.0,0.0
Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,eng Premier League,24-332,0.1,0.0,0.0,0.0,0.0,100.0,0.0,0.0
